plot_ID,species_richness_plot,tsq_x_shrub_plot,tsq_t_shrub_plot,tsq_x_tree_plot,tsq_t_tree_plot,reproductive_height_plot,bulk_density_plot,leaf_size_plot,hairs_plot,width_cm_plot,length_cm_plot,height_cm_plot,growth_form_plot,n_growth_forms_plot,life_form_plot
SU_S02_P02,14,130,5,60,250,43.25,low,Macro,Absent,38.6785714285714,58.5357142857143,49.3214285714286,Straight forb,6,Forb
DA_S04_P05,13,20,20,660,165,70.25,low,Thick linear,Absent,18.6538461538462,24.5384615384615,33.3846153846154,Straight forb,7,Forb
AN_S03_P01,21,180,202,277,400,36.0588235294118,low,Thin linear,Absent,8.92857142857143,12.3333333333333,12.5952380952381,Round forb,8,Graminoid
SY_S02_P01,19,70,135,1230,1640,56.7916666666667,low,Macro,Absent,19.5263157894737,25.6842105263158,27.4473684210526,Straight forb,7,Forb
AN_S03_P05,13,205,70,110,300,27.3888888888889,low,Macro,Absent,10.1538461538462,17.2307692307692,19.1153846153846,Straight forb,5,Forb
DA_S01_P02,23,84,88,534,136,34.7647058823529,low,Macro,Absent,13.6086956521739,21.1521739130435,20.5434782608696,Straight forb,7,Forb
DA_S01_P04,13,40,76,237,85,22.1,low,Micro,Absent,12.1923076923077,18.3461538461538,30.6153846153846,Straight forb,4,Forb
SY_S05_P03,16,590,60,940,660,55,low,Thin linear,Absent,8.40625,13.78125,23.3125,Round forb,6,Forb
AN_S03_P03,19,105,95,230,250,51.7,low,Macro,Absent,14.1052631578947,19.2631578947368,16.8947368421053,Straight forb,9,Forb
AN_S05_P02,23,40,53,300,92,31.1176470588235,low,Thin linear,Absent,12.6739130434783,17.8913043478261,22.1086956521739,Sparse upward graminoid,8,Forb
AN_S05_P05,19,10,35,320,200,36.8666666666667,low,Thin linear,Absent,8.26315789473684,12.9473684210526,18.8684210526316,Sparse upward graminoid,5,Graminoid
SY_S01_P01,16,36,208,1205,1510,55.6,medium,Thin linear,Absent,14.40625,20.28125,24,Straight forb,8,Graminoid
SY_S01_P04,15,60,60,170,50,57.3333333333333,low,Macro,Absent,18.7666666666667,24.2333333333333,23.0666666666667,Straight forb,8,Graminoid
SY_S01_P05,7,80,40,190,30,72.3333333333333,medium,Thin linear,Absent,24.2142857142857,33.8571428571429,28.2857142857143,Sparse upward graminoid,6,Graminoid
MA_S02_P03,12,130,310,910,300,70,low,Macro,Leaves and Stems,11.8333333333333,23.5833333333333,24.5,Round forb,6,Forb
MA_S01_P02,15,74,110,290,230,41.6666666666667,low,Thin linear,Leaves and Stems,16.7,24.6666666666667,20.7666666666667,Relaxed tussock graminoid,7,Forb
MA_S02_P05,15,340,250,760,140,55.5555555555556,low,Macro,Leaves and Stems,15.8666666666667,21.4,26,Sparse upward graminoid,5,Forb
MA_S01_P05,20,50,130,280,370,56.375,low,Macro,Leaves and Stems,10.4,14.75,17.7,Straight forb,8,Forb
MA_S03_P03,17,50,110,250,120,84.2222222222222,low,Macro,Absent,21.6944444444444,31.9722222222222,32.3055555555556,Sparse upward graminoid,9,Graminoid
MA_S03_P04,8,200,150,650,130,47.6,low,Macro,Leaves and Stems,23.375,33.5,24.5,Round forb,6,Forb
MA_S04_P05,15,96,110,600,970,82.8,low,Macro,Absent,15,23.9333333333333,26.2,Round forb,7,Forb
LA_S05_P04,9,350,110,640,610,44.8125,low,Thin linear,Absent,10.7222222222222,19.8888888888889,18.8888888888889,Sparse upward graminoid,5,Graminoid
WI_S01_P02,19,710,450,1000,710,30.7333333333333,low,Thin linear,Absent,6.05263157894737,7.63157894736842,17.3157894736842,Straight forb,6,Forb
SY_S05_P01,12,309,251,402,148,42.5714285714286,low,Thin linear,Absent,12.5416666666667,18.6666666666667,28.7916666666667,Straight forb,4,Forb
LA_S01_P01,9,240,240,840,230,60.7142857142857,medium,Thin linear,Absent,16.0888888888889,21.9444444444444,33.8888888888889,Sparse upward graminoid,6,Graminoid
LA_S02_P04,15,120,100,450,130,52.6923076923077,medium,Thin linear,Absent,10,19.2,26.7333333333333,Sparse upward graminoid,5,Graminoid
LA_S03_P02,13,220,180,430,570,44.25,low,Thin linear,Absent,14.1538461538462,19.1538461538462,21.3846153846154,Straight forb,7,Graminoid
LA_S03_P04,21,180,,100,70,42.3571428571429,low,Macro,Absent,23.85,28.3,26.55,Round forb,8,Forb
LA_S03_P05,11,110,70,130,370,42.4,low,Macro,Absent,11.6363636363636,16.3636363636364,20.2727272727273,Straight forb,5,Forb
JE_S01_P01,11,180,100,1000,350,33.5,low,Thin linear,Absent,13.7727272727273,23.4545454545455,18.5,Creeping forb,6,Forb
JE_S01_P05,13,70,100,430,440,34.4166666666667,low,Thin linear,Absent,20.1538461538462,30.8461538461539,23.2307692307692,Straight forb,6,Forb
JE_S01_P03,13,100,130,300,590,33.5,low,Thin linear,Absent,14.8461538461538,22.6923076923077,19.1538461538462,Round forb,7,Forb
JE_S02_P02,15,5,20,220,170,34.5454545454546,low,Macro,Absent,9.66666666666667,24.4,19.3,Straight forb,7,Forb
JE_S02_P04,11,100,130,460,300,52.5,medium,Thin linear,Absent,25.8181818181818,33.8181818181818,22.8636363636364,Relaxed tussock graminoid,7,Graminoid
JE_S05_P01,14,240,220,1040,220,36.5,low,Thin linear,Absent,7.71428571428571,14.1428571428571,10.0357142857143,Sparse upward graminoid,6,Forb
JE_S04_P02,13,120,170,340,220,50.875,medium,Macro,Absent,26.0384615384615,36.1538461538462,40.8461538461539,Round forb,6,Forb
JE_S04_P04,18,250,420,570,710,38.2857142857143,low,Thin linear,Absent,9.22222222222222,14.0882352941176,19.4411764705882,Relaxed tussock graminoid,7,Forb
JE_S05_P04,14,90,80,250,100,51.875,low,Macro,Absent,10.6785714285714,17.2142857142857,29.1428571428571,Relaxed tussock graminoid,7,Graminoid
WI_S01_P03,20,110,50,90,180,58.9666666666667,low,Macro,Absent,30.35,43.675,46.475,Round forb,10,Forb
SU_S02_P05,10,170,120,140,90,41,medium,Macro,Absent,12.6,18.4,27.1,Round forb,6,Forb
SU_S03_P04,15,190,60,250,390,48.9285714285714,low,Thin linear,Absent,14.0666666666667,20.4,26.6333333333333,Sparse upward graminoid,6,Forb
SU_S04_P04,11,182,151,330,202,53.1428571428572,low,Thin linear,Absent,7.63636363636364,12.2272727272727,19.2727272727273,Sparse upward graminoid,6,Graminoid
DA_S03_P04,15,90,140,190,200,50.8888888888889,low,Macro,Absent,9.76666666666667,15.2333333333333,16.4333333333333,Sparse upward graminoid,6,Forb
DA_S02_P04,7,119,65,92,254,104.333333333333,medium,Macro,Absent,31.2857142857143,41,76.0714285714286,Straight forb,4,Forb
DA_S02_P02,19,25,130,660,160,50,low,Macro,Absent,9.92105263157895,14.8947368421053,27.3157894736842,Straight forb,9,Forb
DA_S02_P03,18,122,258,390,498,55.84375,low,Thin linear,Absent,14,17.1111111111111,28.0833333333333,Sparse upward graminoid,6,Graminoid
DA_S03_P05,18,170,30,770,410,35.7,low,Thin linear,Absent,6.69444444444445,10.5277777777778,16.8333333333333,Sparse upward graminoid,6,Forb
DA_S04_P01,13,30,46,170,69,55.15,low,Macro,Absent,18.6538461538462,26.5,36.0769230769231,Sparse upward graminoid,6,Graminoid
DA_S04_P03,13,46,39,381,590,57.4166666666667,low,Macro,Absent,15.7307692307692,21.0384615384615,30.6538461538462,Straight forb,6,Forb
DA_S04_P04,9,71,30,425,70,61.8571428571429,low,Macro,Absent,20.1111111111111,31,35.4444444444444,Sparse upward graminoid,5,Graminoid
AN_S02_P02,13,30,62,152,70,28.2222222222222,medium,Thin linear,Absent,16.3846153846154,22.8461538461539,23.3846153846154,Sparse upward graminoid,6,Graminoid
KA_S01_P04,14,210,460,265,340,43.3333333333333,low,Thin linear,Absent,14.3571428571429,21.6071428571429,18.6071428571429,Straight forb,5,Forb
KA_S01_P05,7,240,150,350,150,60.3333333333333,medium,Thin linear,Absent,30.2857142857143,47.5,20.4285714285714,Relaxed tussock graminoid,4,Graminoid
SW_S04_P05,16,146,60,190,85,46.4,low,Macro,Leaves and Stems,17.1875,22.875,24.5,Round forb,8,Forb
AN_S04_P02,21,309,119,275,290,34.5833333333333,low,Thin linear,Absent,8.83333333333333,15.9285714285714,15.547619047619,Straight forb,6,Forb
KA_S05_P05,19,30,110,270,460,47.65,low,Macro,Absent,19.1052631578947,31.1578947368421,31.5789473684211,Straight forb,9,Forb
SU_S01_P01,18,110,80,230,210,47.35,low,Macro,Absent,12.4722222222222,23.1666666666667,28.6388888888889,Straight forb,8,Forb
SU_S04_P05,13,60,70,120,140,59.1666666666667,low,Macro,Absent,19.2692307692308,28.1923076923077,37.5384615384615,Shrub single-stemmed,7,Graminoid
LA_S03_P03,9,190,260,530,100,36.4285714285714,high,Thin linear,Absent,13.1111111111111,19.2222222222222,18.1111111111111,Relaxed tussock graminoid,5,Graminoid
LA_S05_P01,8,50,310,310,685,40.9666666666667,low,Thin linear,Absent,14.7625,19.9125,34.9375,Angry tussock graminoid,6,Graminoid
WI_S05_P04,14,150,80,1000,450,54,low,Thin linear,Absent,11,23.3928571428571,24.8214285714286,Straight forb,6,Forb
SY_S04_P05,18,90,130,150,180,26.5714285714286,low,Macro,Absent,14.5,22.75,28.6388888888889,Straight forb,8,Forb
DA_S05_P05,21,40,190,170,380,47.2941176470588,low,Thin linear,Absent,13.8571428571429,18.9285714285714,31.6666666666667,Round forb,7,Forb
KA_S03_P02,9,27,20,75,400,54.8,low,Thin linear,Absent,21,34.7777777777778,41.2222222222222,Sparse upward graminoid,5,Forb
KA_S02_P01,11,89,307,351,289,70.125,low,Thin linear,Leaves and Stems,24.8181818181818,33.0909090909091,35.9090909090909,Sparse upward graminoid,7,Graminoid
SW_S02_P02,6,150,68,269,536,20.1666666666667,low,Thin linear,Leaves,10,15.25,9.16666666666667,Sparse upward graminoid,4,Graminoid
SY_S02_P03,15,21,40,108,210,38.2857142857143,low,Macro,Absent,16.0666666666667,20,26.7666666666667,Straight forb,7,Forb
SY_S04_P02,12,40,20,710,340,62,low,Thin linear,Absent,18.7083333333333,27.3333333333333,34.9166666666667,Angry tussock graminoid,8,Graminoid
SU_S04_P01,18,272,220,1717,2095,55.46875,low,Thin linear,Absent,10.4166666666667,14.9166666666667,18.1388888888889,Sparse upward graminoid,5,Graminoid
SU_S04_P03,19,81,36,386,676,50.1153846153846,medium,Macro,Absent,13.0263157894737,19.6052631578947,23.1052631578947,Straight forb,7,Forb
MA_S02_P04,16,108,98,320,230,55.25,low,Macro,Absent,11.8125,20.46875,18.9375,Straight forb,8,Forb
SY_S01_P03,18,32,50,1040,2000,40.8181818181818,medium,Thin linear,Absent,14.3888888888889,21.3333333333333,24.7222222222222,Straight forb,7,Forb
DA_S05_P04,21,30,59,1835,1551,45.0588235294118,low,Thin linear,Absent,9.47619047619048,13.9047619047619,23.2857142857143,Straight forb,6,Forb
DA_S05_P03,22,160,370,630,1040,36.8611111111111,low,Thin linear,Absent,10.0454545454545,15.4318181818182,15.3181818181818,Sparse upward graminoid,8,Forb
SW_S01_P04,11,320,20,510,710,33.75,low,Thin linear,Absent,14.15,19.5,25.3,Straight forb,5,Forb
JE_S02_P01,18,70,130,310,120,35.2857142857143,low,Thin linear,Absent,11.25,23.5555555555556,16.6111111111111,Sparse upward graminoid,8,Forb
SU_S02_P04,14,160,50,430,300,51.0555555555556,low,Thin linear,Absent,10.5,16.8214285714286,23.8928571428571,Straight forb,8,Forb
DA_S01_P01,25,60,20,108,80,50.03125,low,Macro,Absent,15.66,26.86,39.68,Straight forb,9,Forb
SU_S03_P01,16,30,100,290,440,56.2083333333333,low,Thin linear,Absent,10.53125,17.3125,26.84375,Sparse upward graminoid,7,Forb
LA_S01_P02,15,280,230,470,280,34.9166666666667,low,Thin linear,Absent,11.4666666666667,17.2,18.4666666666667,Relaxed tussock graminoid,7,Forb
LA_S01_P04,13,160,70,580,180,29.1818181818182,low,Thin linear,Absent,12.3076923076923,20.4615384615385,17.4615384615385,Straight forb,7,Forb
LA_S01_P05,11,780,300,715,610,38.25,low,Thin linear,Absent,10.7272727272727,15.7272727272727,13.7272727272727,Straight forb,7,Forb
LA_S02_P01,12,101,190,900,470,28.3888888888889,low,Micro,Absent,13.2916666666667,18.375,18.4583333333333,Sparse upward graminoid,7,Forb
LA_S02_P02,7,250,110,500,110,32.3333333333333,low,Thin linear,Absent,6.78571428571429,16.2857142857143,19.1428571428571,Straight forb,3,Forb
LA_S02_P03,7,390,400,420,710,25.6,low,Macro,Absent,9.64285714285714,15.7857142857143,14.8571428571429,Sparse upward graminoid,5,Forb
LA_S02_P05,12,170,140,300,610,46.7,low,Thin linear,Absent,11,20.5,24.3333333333333,Sparse upward graminoid,7,Graminoid
LA_S05_P02,9,240,460,840,348,33.5625,low,Thin linear,Absent,4.85555555555556,7.13333333333333,19.5625,Sparse upward graminoid,4,Graminoid
LA_S04_P05,8,75,165,160,340,43.0833333333333,medium,Thin linear,Absent,12.875,16.875,21.9375,Sparse upward graminoid,6,Graminoid
LA_S04_P04,11,170,120,250,160,47.9375,low,Thin linear,Absent,5.31818181818182,8.77272727272727,19.6818181818182,Sparse upward graminoid,4,Graminoid
JE_S01_P02,13,350,440,400,900,29.85,low,Thin linear,Absent,7.51538461538462,10.8615384615385,13.1153846153846,Relaxed tussock graminoid,6,Forb
JE_S01_P04,11,300,330,110,420,26.4545454545455,medium,Thin linear,Absent,20.6363636363636,37.2727272727273,18.9090909090909,Angry tussock graminoid,5,Forb
JE_S03_P01,10,260,200,210,240,16.625,low,Thin linear,Absent,12.3,17.85,10.85,Straight forb,5,Forb
JE_S03_P02,18,30,110,300,120,31.8,low,Thin linear,Absent,9.5,12.5,13.25,Round forb,7,Forb
JE_S03_P03,20,110,230,930,180,29.8333333333333,low,Macro,Absent,11.175,19.525,14.2,Straight forb,7,Forb
JE_S02_P03,15,250,320,450,850,22.5769230769231,low,Thin linear,Absent,6.9,20.3666666666667,9.43333333333333,Round forb,6,Forb
JE_S02_P05,14,180,170,500,180,27.4230769230769,low,Thin linear,Absent,14.4642857142857,24.25,10.75,Relaxed tussock graminoid,7,Graminoid
JE_S04_P01,20,110,380,110,450,24.6333333333333,low,Thin linear,Absent,12.2,14.9,15.55,Relaxed tussock graminoid,8,Forb
JE_S04_P03,20,460,110,500,180,38.5714285714286,low,Thin linear,Absent,12.7,18.2,14.775,Round forb,8,Forb
JE_S04_P05,13,100,100,350,410,30.3636363636364,low,Macro,Leaves and Stems,12.4615384615385,20.5384615384615,18.0769230769231,Round forb,6,Forb
WI_S01_P01,26,170,70,530,610,30.075,low,Thin linear,Absent,10.4615384615385,12.3846153846154,16.9807692307692,Straight forb,8,Forb
JE_S05_P03,12,160,290,300,370,35.2222222222222,low,Thin linear,Absent,13.6666666666667,17.7083333333333,18.1666666666667,Round forb,6,Forb
JE_S05_P05,14,80,50,200,180,42.7272727272727,low,Macro,Absent,19.3571428571429,31.0714285714286,30.1428571428571,Relaxed tussock graminoid,7,Graminoid
WI_S05_P02,11,270,151,163,427,32.4444444444444,low,Macro,Absent,22,35.5454545454545,46.9545454545455,Round forb,6,Forb
WI_S05_P05,12,200,190,900,510,45.4545454545455,low,Thin linear,Absent,16,20.6666666666667,21.25,Round forb,7,Graminoid
WI_S01_P05,19,190,110,360,370,39.5,low,Thin linear,Absent,10.3684210526316,12.5631578947368,20.3947368421053,Sparse upward graminoid,7,Forb
WI_S03_P03,14,95,121,282,110,30.85,low,Thin linear,Absent,13.2857142857143,18.5714285714286,19.8928571428571,Straight forb,7,Forb
WI_S03_P04,13,270,100,250,130,31.5454545454546,low,Macro,Absent,64.4615384615385,24.5769230769231,19.5,Round forb,7,Forb
WI_S04_P01,18,290,130,300,370,41.375,low,Thin linear,Absent,10.8333333333333,16.8888888888889,16.9722222222222,Relaxed tussock graminoid,7,Graminoid
SY_S01_P02,17,5,43,1050,410,26.7272727272727,low,Thin linear,Absent,6.70588235294118,10.5882352941176,15.7058823529412,Straight forb,7,Forb
SY_S03_P03,16,77,98,40,36,47.875,low,Thin linear,Absent,18,24.71875,33.65625,Straight forb,9,Forb
SU_S01_P05,19,100,30,470,480,36.9230769230769,low,Thin linear,Absent,8.18421052631579,14.1052631578947,18.2105263157895,Sparse upward graminoid,6,Forb
SU_S03_P02,15,30,30,600,400,67,low,Thin linear,Absent,8.7,12.4666666666667,28.5333333333333,Sparse upward graminoid,7,Graminoid
SU_S04_P02,25,20,70,410,30,61.0588235294118,low,Thin linear,Absent,16.74,24.34,28.24,Straight forb,10,Graminoid
DA_S01_P03,18,72,40,235,215,49.5,low,Thin linear,Absent,24.6388888888889,29.6111111111111,33.8888888888889,Sparse upward graminoid,6,Graminoid
DA_S01_P05,18,10,40,310,150,40.0416666666667,low,Macro,Absent,20.1666666666667,25.2222222222222,38.6666666666667,Straight forb,5,Forb
DA_S03_P01,20,60,300,373,360,36.8571428571429,low,Thin linear,Absent,10.3,15.675,8.475,Sparse upward graminoid,6,Forb
DA_S03_P02,20,70,80,310,100,46.3666666666667,low,Thin linear,Absent,15.475,21.75,22.175,Sparse upward graminoid,8,Graminoid
DA_S03_P03,24,40,125,193,282,45.0714285714286,low,Macro,Absent,11.2083333333333,17.4375,24.1041666666667,Sparse upward graminoid,7,Forb
DA_S02_P01,24,60,40,120,170,48.9736842105263,low,Thin linear,Absent,9.72916666666667,16.1666666666667,19.5416666666667,Straight forb,11,Graminoid
DA_S05_P02,18,90,60,165,50,47.6,low,Thin linear,Absent,19,29.4444444444444,34.4722222222222,Sparse upward graminoid,8,Graminoid
